0,398978,7.582,7275,7.413,"[80, 18, 36]"
1,360814,7.889,1093,4.9289,"[18, 10751, 35]"
2,664280,8.443,405,1.5397,"[99, 18]"
3,19666,7.3,614,1.8791,"[12, 18, 36]"
4,426426,7.624,4042,2.4778,[18]
5,466282,7.595,8637,6.7299,"[35, 10749]"
6,656690,7.442,1718,2.795,"[99, 18]"
7,387426,7.346,4450,3.31,"[12, 18, 878]"
8,537996,7.132,4289,4.9737,"[37, 35, 18, 10402, 9648, 10749]"
9,556984,7.669,3235,2.0535,"[18, 36]"
10,597089,7.574,168,0.6972,"[80, 18, 53]"
11,469019,7.465,715,0.8846,"[99, 18, 35]"
12,528888,7.001,1232,1.4973,"[18, 35, 36]"
13,414425,7.367,1276,1.5732,[18]
14,15774,7.325,359,1.0238,"[18, 10402]"
15,283552,7.1,1394,1.8715,"[18, 10749]"
16,653567,7.8,628,1.1276,"[99, 10402]"
17,263614,7.904,229,2.0675,"[99, 10752]"
18,28740,7.511,95,0.826,"[80, 18]"
19,353464,7.492,183,0.7747,"[53, 18, 9648]"
20,8587,8.256,19245,19.0697,"[10751, 16, 18, 12]"
21,520594,7.902,235,0.4696,"[35, 10770]"
22,505948,6.708,2729,3.233,"[878, 53]"
23,627070,7.333,249,0.734,"[99, 18, 9648]"
24,1422,8.159,15743,10.5211,"[18, 53, 80]"
25,355020,7.903,308,0.6208,[99]
26,280,8.137,13817,17.5724,"[28, 53, 878]"
27,586940,7.487,1306,2.0323,"[16, 18, 14]"
28,68718,8.185,27382,29.8377,"[18, 37]"
29,597219,7.082,1559,1.7111,"[35, 10749, 18]"
30,491480,7.884,1805,6.6103,"[18, 36]"
31,499932,7.19,3550,3.915,"[80, 18, 53]"
32,318121,7.291,2271,1.8288,"[35, 18]"
33,641662,7.021,1275,2.3462,[18]
34,343674,6.4,3839,2.6704,"[27, 53]"
35,436343,7.236,580,1.4827,"[18, 10749, 14]"
36,11324,8.202,25199,17.3469,"[18, 53, 9648]"
37,513576,6.645,1378,1.8308,"[10749, 35]"
38,77338,8.271,18034,12.9705,"[18, 35]"
39,625128,7.5,207,0.6141,"[35, 10770]"
40,165904,7.277,215,1.3233,"[80, 18, 53]"
41,737157,7.727,77,1.5631,[99]
42,653725,7.186,156,0.6225,[99]
43,545609,7.302,6427,8.0022,"[28, 53]"
44,19082,7.718,140,0.5716,"[99, 10402]"
45,10757,7.7,584,3.9615,"[35, 18]"
46,575774,6.419,1187,4.6972,"[18, 27]"
47,432011,7.7,128,0.6802,"[35, 53, 18, 80]"
48,451480,7.409,1370,1.3877,"[10749, 18, 36]"
49,687156,7.3,127,0.6139,[99]
50,449992,6.9,760,2.7059,"[28, 80, 53]"
51,115,7.839,11841,10.0404,"[35, 80]"
52,390061,6.197,538,1.2288,"[18, 36, 53]"
53,565716,7.184,488,1.4021,[99]
54,405774,6.826,10348,7.172,"[27, 53, 18]"
55,423,8.4,9821,10.1592,"[18, 10752]"
56,20453,7.996,2603,8.0012,"[18, 35]"
57,408537,7.262,273,0.6688,"[35, 18]"
58,422803,6.9,568,1.946,"[10751, 35, 12, 16, 878]"
59,185,8.181,13511,8.921,"[878, 80]"
60,406990,7.153,6314,10.129,"[878, 53, 9648, 28]"
61,364089,7.376,121,0.1798,[35]
62,416211,7.4,201,1.3802,"[99, 10752]"
63,472983,7.4,250,0.9994,"[10751, 16, 35, 878, 10770]"
64,481432,7.397,751,1.596,"[18, 14]"
65,432615,7.684,125,1.9795,[99]
66,4254,7.4,430,2.5418,"[35, 18, 10749]"
67,1417,7.757,11173,11.7187,"[14, 18, 10752]"
68,390520,6.972,144,3.0732,[99]
69,396398,6.5,1239,1.2856,"[35, 18]"
70,36557,7.567,11340,13.8515,"[12, 28, 53]"
71,273248,7.755,14886,9.5869,"[18, 9648, 37]"
72,96721,7.73,7593,8.0737,"[18, 28]"
73,19908,7.259,12853,7.8385,"[35, 27]"
74,531454,6.422,1511,1.28,"[35, 10402]"
75,374173,7,190,0.6584,"[18, 10749, 35, 10751]"
76,381341,7.9,4547,2.487,"[35, 18]"
77,624932,7.618,355,0.5231,[35]
78,7345,8.1,7153,8.599,[18]
79,70,7.955,10104,5.7589,[18]
80,37799,7.371,12810,11.1495,[18]
81,527435,7.75,36,12.3064,"[35, 12, 10751, 14]"
82,762,7.801,6190,6.1626,"[12, 35, 14]"
83,15302,7.56,240,1.0802,[99]
84,615667,6.643,1228,1.6273,"[18, 10402]"
85,474051,6.483,746,3.7001,"[53, 18]"
86,82693,7.148,12409,5.7991,"[18, 35, 10749]"
87,560050,7.186,1364,2.4923,"[16, 12, 10751, 14]"
88,318044,7.399,382,0.3236,"[10402, 99]"
89,242582,7.708,11396,10.2828,"[80, 18, 53]"
90,452507,5.94,2851,2.5428,"[27, 80, 18]"
91,525183,6.98,299,2.8264,"[35, 18]"
92,425972,6.393,1810,2.2215,"[18, 53, 27]"
93,380,7.752,6813,10.4713,[18]
94,474433,7.5,115,0.557,[99]
95,433808,6.271,3294,3.1458,"[27, 9648]"
96,495764,6.888,10625,6.3818,"[28, 80]"
97,566221,7.657,372,0.5558,[99]
98,474354,7.077,1233,1.4358,"[80, 18, 36, 53]"
99,517596,7.054,130,1.1801,"[35, 10402, 10770]"
100,16394,6.735,189,2.1215,"[12, 16, 35, 10751]"
101,514575,7.348,296,0.9705,"[18, 80, 36]"
102,472734,6.767,1423,3.9061,"[35, 18]"
103,138843,7.541,12408,16.5484,"[27, 53]"
104,492188,7.731,7249,4.689,[18]
105,682110,7.861,988,2.2115,[99]
106,122906,7.9,9002,9.3052,"[18, 10749, 14]"
107,439058,7.6,193,1.4762,"[10751, 35, 16, 12, 10770, 14]"
108,9502,7.311,12272,16.3737,"[16, 10751, 35, 28, 12]"
109,8363,7.258,7805,9.2719,[35]
110,411088,8.084,4827,7.0751,"[18, 9648, 53]"
111,829,7.9,4110,5.1855,"[80, 18, 9648, 53]"
112,322,7.742,7195,6.6957,"[53, 80, 18, 9648]"
113,266856,7.837,10916,3.891,"[18, 10749]"
114,563708,7.898,49,0.1893,"[10402, 99]"
115,667869,6.739,559,0.6291,[18]
116,594,7.4,8426,7.791,"[35, 18]"
117,22538,7.487,8325,7.5515,"[28, 35, 10749]"
118,75301,7.2,148,0.4218,[99]
119,583,7.758,4748,5.6233,[35]
120,497916,6.7,257,0.9456,"[10752, 18]"
121,82702,7.677,10165,17.2335,"[14, 28, 12, 16, 35, 10751]"
122,542928,6.866,257,1.1719,"[18, 36, 53]"
123,53596,6.989,284,1.5452,"[18, 36]"
124,508,7.096,7200,12.3478,"[35, 10749, 18]"
125,524087,7.174,149,1.1917,"[18, 35]"
126,459910,6.195,1083,6.5302,"[18, 28, 53]"
127,524288,7.794,245,0.5675,[99]
128,334533,7.891,6676,5.1355,"[12, 18]"
129,441701,6.227,1822,2.536,[27]
130,334517,7.107,918,1.3793,"[10752, 18, 53]"
131,221731,7.582,629,3.9041,"[28, 12, 18, 14]"
132,508933,7.655,494,1.2109,[35]
133,667520,7.9,1458,4.8453,"[16, 18, 10749, 14]"
134,391713,7.254,8856,5.0015,"[18, 35]"
135,4147,7.345,3860,4.4024,"[80, 18, 53]"
136,4995,7.629,3419,6.393,[18]
137,861,7.312,6229,8.9226,"[28, 12, 878]"
138,823754,8.005,571,1.4722,"[35, 18]"
139,110415,6.909,10138,11.9656,"[28, 878, 18]"
140,597594,6.874,100,0.5793,"[99, 36]"
141,353571,6.708,742,5.2426,"[18, 35]"
142,259693,7.294,8983,9.9003,[27]
143,538002,7.1,142,0.499,[99]
144,340666,7.416,8122,3.3838,"[18, 53]"
145,448448,7.035,141,1.8169,[99]
146,28178,8.01,7015,10.7003,"[18, 10751]"
147,581,7.8,4535,7.2883,"[12, 18, 37]"
148,398535,7.215,156,1.1941,"[80, 18]"
149,467106,6.9,180,0.7737,"[35, 10749]"
150,393729,7.68,674,2.2843,[18]
151,475517,7.4,17,0.645,"[35, 18]"
152,464458,6.8,110,1.2583,"[80, 53, 9648]"
153,529531,7.95,290,1.5862,[35]
154,518045,6.924,131,0.3716,[35]
155,11321,7.605,7065,3.9244,[18]
156,473033,7.152,5165,8.1517,"[18, 53, 80]"
157,489927,6.554,371,0.7063,[18]
158,82695,7.311,5476,5.9373,"[36, 18]"
159,613446,7.791,74,0.7979,"[10749, 18, 35]"
160,346672,5.918,3853,6.2976,"[14, 28, 53, 878, 27]"
161,497520,7.147,78,0.4842,[35]
162,432226,7.4,81,0.8726,[18]
163,520370,5.707,87,0.1996,[99]
164,581361,7.255,157,1.0362,"[80, 53, 9648, 18]"
165,521296,7.2,114,1.5258,"[16, 35, 14, 10751, 18]"
166,560044,7.051,947,4.4319,"[16, 35, 10751, 14]"
167,371645,7.653,2215,3.0833,"[12, 35, 18]"
168,2270,7.283,4299,6.1028,"[12, 14, 10749, 10751]"
169,471014,6.127,664,1.5622,"[28, 80, 53]"
170,74643,7.444,3419,2.7812,"[18, 35, 10749]"
171,538362,8.023,1875,0.9642,[18]
172,472424,7.433,593,0.6692,"[10402, 99]"
173,44826,7.2,7507,5.1361,"[12, 18, 10751]"
174,56292,7.107,10510,10.4796,"[28, 53, 12]"
175,308266,6.928,5279,7.1239,"[35, 80, 18]"
176,14756,7.762,3987,3.6188,"[18, 28, 36]"
177,720748,7.398,108,0.4082,[99]
178,49444,7.1,7649,9.2497,"[16, 10751, 35]"
179,327331,7.439,1280,2.9128,"[18, 10402, 35]"
180,534780,7.621,587,1.9739,"[80, 9648, 53, 35, 10402]"
181,496967,6.752,272,0.6679,"[18, 10749, 14]"
182,570735,7.218,101,1.3557,[18]
183,559969,7.043,5433,5.9756,"[80, 18, 53]"
184,277,6.839,6442,6.6169,"[14, 28, 53]"
185,120,8.427,26764,31.9875,"[12, 14, 28]"
186,395841,5.447,1023,1.99,"[53, 9648, 80]"
187,1885,7.214,4558,9.0872,"[28, 12, 18, 10751]"
188,504561,7.348,112,0.7074,"[99, 10402]"
189,2024,7.185,4162,9.7087,"[18, 36, 10752, 28]"
190,622654,5.8,145,3.3275,[53]
191,610596,7.5,45,0.209,"[99, 10402]"
192,473812,6.82,147,0.4117,"[35, 99]"
193,642739,7.4,37,0.2565,[35]
194,378064,8.383,4306,9.927,"[16, 18, 10749]"
195,508965,8.228,4496,11.7933,"[16, 10751, 12, 35, 14]"
196,302401,7.106,4533,3.4893,"[18, 36, 80, 53]"
197,,,,,
198,1587,7.7,4158,5.3232,"[10749, 18]"
199,591,6.728,9818,9.741,"[53, 9648]"
200,1262,7.284,2441,2.706,"[18, 35, 10749, 14]"
201,12103,6.258,1011,3.1887,"[53, 9648]"
202,78182,7.2,266,0.9094,"[18, 53]"
203,39254,7.064,8864,13.7568,"[28, 878, 18]"
204,310307,7.136,5253,5.4804,"[18, 36]"
205,2164,7.012,3652,5.9933,"[28, 12, 878]"
206,489994,7.2,136,0.3798,[99]
207,242,7.418,6643,12.9467,"[80, 18, 53]"
208,156284,7.5,19,0.2681,[99]
209,816,6.588,3656,5.2929,"[878, 35, 80]"
210,566232,7.156,93,0.7792,"[99, 36, 10402]"
211,49018,6.942,7141,9.3675,"[27, 53]"
212,541578,6.242,31,2.3829,"[99, 36]"
213,547016,7.117,4643,5.0733,"[28, 14]"
214,44896,6.885,6897,9.2704,"[16, 35, 10751, 37, 12]"
215,301804,6.495,1935,1.7856,"[18, 14, 27, 53]"
216,371638,7.103,3662,2.0357,"[35, 18]"
217,157354,7.4,1380,4.5498,[18]
218,394117,7.428,2993,3.5988,[18]
219,520777,6.285,304,1.0089,[99]
220,82633,7.062,3217,8.4485,"[80, 18, 37]"
221,477033,6.354,581,3.9794,"[18, 14, 27]"
222,376228,7.133,196,3.1543,[99]
223,10764,6.336,8284,11.4234,"[12, 28, 53, 80]"
224,68722,7.116,3193,3.3774,[18]
225,4836,6.909,2278,3.6107,"[18, 53, 80]"
226,43949,8.004,3234,5.6832,"[10749, 18]"
227,525814,6.669,77,0.1915,"[35, 10402, 10770, 99]"
228,50544,6.65,8249,8.7742,"[10749, 35]"
229,341077,5.479,287,4.3576,"[28, 80, 18, 53]"
230,509904,6.9,62,0.7502,[99]
231,497582,7.24,6374,8.8924,"[12, 9648, 80]"
232,297222,7.702,1097,3.2163,"[35, 18, 878]"
233,429200,7.2,3006,3.4415,"[80, 53, 18]"
234,43539,7.083,3006,3.0698,"[10749, 18, 53, 80]"
235,637920,8.255,4508,6.3485,[18]
236,7508,7.96,1270,5.6099,[18]
237,589367,6.762,61,2.0841,[99]
238,86004,6.762,237,0.836,"[80, 18, 53]"
239,545556,7.313,17,2.1303,[99]
240,935,8.126,5977,5.6921,"[35, 10752]"
241,530382,6.176,1525,2.6598,"[878, 53]"
242,18491,8.3,1760,6.8787,"[16, 878, 18, 14]"
243,1904,7.649,3286,4.2034,"[18, 10749, 36]"
244,9659,6.678,4781,10.2983,"[12, 28, 53, 878]"
245,557606,7.359,39,0.2473,[35]
246,489982,6.688,109,3.4938,[18]
247,399057,7.009,4305,4.278,"[18, 53, 9648]"
248,13448,6.714,7150,8.6731,"[53, 9648]"
249,361777,6.47,254,0.839,"[36, 53]"
250,400106,6.162,5858,4.036,"[14, 28, 53]"
251,10201,6.7,7187,5.4942,"[35, 10749]"
252,514999,6.263,4670,5.0291,"[28, 35, 9648]"
253,11843,6.783,652,1.9232,"[35, 80, 9648]"
254,528949,6.958,731,1.028,"[18, 36, 53]"
255,9013,7.192,1203,2.2612,"[28, 35, 80, 53]"
256,513347,6.9,573,1.6306,"[16, 10749, 18]"
257,4488,6.407,3207,4.3567,[27]
258,10212,6.851,669,2.0545,"[12, 37, 27, 35]"
259,817,6.294,3553,4.7292,"[12, 35, 80, 878]"
260,11615,7.4,2128,2.5191,"[18, 53, 80]"
261,412209,6.156,240,3.3716,"[35, 18, 10749]"
262,10591,6.7,3865,11.9018,"[35, 10749]"
263,551332,7.49,3071,3.292,"[18, 36]"
264,535167,6.653,1091,4.0397,"[878, 28, 18]"
265,14898,6.881,84,1.7861,"[53, 80, 18]"
266,474331,6.648,630,0.5805,[35]
267,479263,7.175,77,0.4142,"[35, 99]"
268,473408,7.3,62,0.3994,[99]
269,321697,6.777,4282,2.5034,"[18, 36]"
270,456154,7.4,226,1.3864,"[16, 10751]"
271,258230,7.288,3492,2.8771,"[14, 12, 10751]"
272,117263,6.413,6905,7.8642,"[28, 53]"
273,9718,6.362,1817,3.3456,[35]
274,24420,6.944,2630,3.703,"[18, 10749, 14]"
275,16995,6.801,2066,4.201,"[53, 80, 9648]"
276,10747,7.43,1237,3.7136,[37]
277,8848,6.834,2494,5.1519,"[53, 80, 18]"
278,376290,7.41,1916,3.1936,"[18, 80, 53]"
279,48138,6.685,4060,8.3461,"[28, 9648, 53]"
280,509967,6.3,5021,8.4301,"[28, 35, 53]"
281,9522,6.494,4586,5.1982,"[35, 10749]"
282,534993,7.2,89,1.2598,[28]
283,408619,7.4,49,0.3682,"[10402, 99]"
284,11113,7.501,1387,3.8365,"[10402, 35, 10749]"
285,621753,6.284,132,1.4145,"[99, 80]"
286,391710,6.46,354,0.8271,"[35, 18]"
287,532865,6.855,1291,2.0202,"[18, 36]"
288,8835,6.813,4374,8.6644,"[35, 10749]"
289,276907,7.058,4141,8.2572,"[80, 53]"
290,378441,7,70,0.3824,"[18, 99]"
291,433310,6.561,2339,2.0073,"[35, 10749, 14]"
292,413579,7.5,19,0.2116,[99]
293,253154,6.6,165,0.5962,[18]
294,569547,6.763,4081,2.7437,"[878, 9648, 18, 27, 10770]"
295,10452,7.191,406,2.1554,"[18, 36, 10749]"
296,433084,7.287,54,0.5459,[99]
297,9772,6.475,3198,3.6938,"[28, 53]"
298,339692,6.954,2155,5.7325,"[80, 18, 53]"
299,12159,7.201,2423,3.4316,"[18, 14, 10749]"
300,423204,6.6,3756,7.2349,"[28, 53]"
301,201085,6.662,5133,4.1803,"[27, 9648, 10749]"
302,11774,6.817,5179,5.1862,"[12, 35, 10751]"
303,465003,6.827,840,1.8161,"[18, 53, 36]"
304,507505,7.388,567,6.4339,"[18, 80]"
305,503736,6.2,4276,5.5346,"[80, 28, 27]"
306,80321,6.622,6408,8.5712,"[16, 10751, 35, 12]"
307,432976,7.659,798,0.6943,[99]
308,345920,7.219,5492,2.8742,"[18, 10749]"
309,306819,7.554,5880,5.6452,[18]
310,22972,6.487,2312,6.7724,"[10752, 28, 12, 18, 53]"
311,86705,7.987,194,0.1393,[35]
312,428612,6.367,94,4.5793,[99]
313,628534,6.975,957,1.7024,[18]
314,13813,6.848,1830,3.0547,"[28, 18, 36, 10752]"
315,523561,6.8,170,0.9002,[18]
316,402897,7.02,2056,3.1767,"[35, 18, 36]"
317,14161,5.863,12449,11.5594,"[28, 12, 878]"
