318,52520,6.331,4247,6.4379,"[14, 28, 27]"
319,205220,7.3,1677,2.9469,[18]
320,496328,7.237,211,1.3888,"[18, 35]"
321,519035,7.2,818,1.3021,"[35, 10749, 18]"
322,601666,6.573,2881,4.885,"[80, 53, 18, 35]"
323,132363,7.33,2973,6.3448,[18]
324,479918,7.015,65,0.374,"[35, 18, 10749]"
325,34653,7.268,1617,2.0366,"[18, 10749]"
326,228161,6.794,4143,7.1955,"[14, 35, 16, 878, 10751]"
327,10358,6.337,2577,3.77,"[35, 10749]"
328,490818,6.722,36,3.3517,[99]
329,14071,6.1,162,0.6856,"[18, 35, 10749]"
330,23169,7.105,3650,6.4388,"[18, 10749]"
331,12437,6.542,3847,6.4114,"[14, 28, 53]"
332,7980,7.064,4841,6.5679,"[14, 18]"
333,10527,6.523,7240,9.5333,"[12, 16, 35, 10751]"
334,41630,6.296,4888,5.6819,"[35, 10749]"
335,475345,6.9,128,0.575,"[99, 80]"
336,428449,7.082,2439,2.4329,"[18, 14, 9648, 10749]"
337,84332,6.776,1556,1.7475,"[35, 10749, 878]"
338,553456,6.199,73,0.603,"[53, 27]"
339,458594,6.739,2174,3.4927,"[28, 53]"
340,673175,6.6,177,0.7502,"[99, 35]"
341,283587,7.591,1820,1.7195,"[18, 10752]"
342,429415,6.034,1933,3.961,"[28, 18, 878, 53]"
343,698432,6.653,202,0.3831,[18]
344,410199,6.115,1248,4.7145,"[878, 53]"
345,457258,6.909,77,0.3877,"[35, 18, 10749]"
346,400608,8.007,416,0.5624,"[35, 10402]"
347,614560,6.676,1728,3.5055,"[18, 36]"
348,457799,6.999,3476,2.7659,"[18, 80]"
349,41733,6.384,5646,4.889,"[35, 18]"
350,584962,5.935,918,0.8648,[35]
351,37472,7.463,2417,0.8398,"[28, 36, 18]"
352,529216,7.451,1920,3.8852,"[53, 18, 9648, 14]"
353,417859,6.587,4381,8.2851,"[16, 10751, 14, 12, 35, 28]"
354,818,6.005,3315,5.1953,"[35, 80, 878]"
355,454983,7.17,7380,6.6784,"[10749, 35]"
356,376570,6.7,4740,2.991,"[27, 53]"
357,706503,6.602,904,2.1614,"[28, 53, 80, 18]"
358,14752,6.864,317,0.8599,"[18, 10749]"
359,9451,6.9,1146,1.8432,"[35, 18]"
360,502033,7.702,2731,4.1944,"[18, 10402]"
361,256040,7.5,890,4.3054,"[28, 18]"
362,64689,6.03,2321,2.1022,"[80, 53]"
363,9705,6.3,2849,4.1419,"[28, 80, 53]"
364,550205,7.855,1428,4.5902,"[16, 10751, 35, 14, 10749, 12]"
365,363343,6.656,240,1.2867,"[53, 28, 80]"
366,295151,6.085,1200,2.194,"[10749, 35]"
367,623491,6.335,1775,2.9027,"[35, 27]"
368,325348,6.396,2567,2.7949,"[28, 12, 878]"
369,521512,6.265,51,0.1256,[35]
370,530973,7,12,0.0999,[99]
371,565312,7.159,179,0.8254,[99]
372,7737,6.304,4427,1.9765,"[27, 28, 878]"
373,483906,6.342,2397,6.0557,"[28, 80, 18]"
374,483010,6.716,58,0.3234,[99]
375,438486,6.3,20,0.2542,[99]
376,501929,7.86,3199,5.2936,"[16, 12, 35]"
377,581600,6.515,2435,3.9836,"[35, 28, 53]"
378,452015,6.281,329,2.7575,"[14, 28]"
379,15512,6.2,4848,6.0834,"[16, 10751, 12, 878]"
380,8966,6.284,14143,19.2836,"[14, 18, 10749]"
381,238615,6.414,3230,5.4347,"[878, 28, 53]"
382,500682,6.768,2160,2.2762,"[80, 18, 53]"
383,77174,7.022,2695,3.9223,"[10751, 16, 12, 35]"
384,615665,6.981,2310,6.8567,"[35, 10749]"
385,591274,7.2,2134,4.0636,"[27, 9648]"
386,347689,6.1,243,0.7975,"[12, 35, 10751]"
387,574060,6.269,1104,4.397,"[28, 80, 53]"
388,430780,6.098,61,0.3637,"[35, 10402]"
389,411019,7.741,501,0.9087,[99]
390,245703,6.251,1987,1.7291,"[12, 18, 878]"
391,411038,6.555,55,2.7938,[18]
392,204082,6.939,3706,9.6427,"[28, 53]"
393,10707,6.9,1042,1.4326,"[35, 18]"
394,19973,6.619,88,2.3703,"[35, 99]"
395,192141,6.945,2649,4.0811,"[53, 28]"
396,511791,6.632,57,0.9745,[99]
397,411728,7.133,1252,2.4114,"[36, 18, 9648, 53]"
398,381043,5.5,20,0.185,[99]
399,198375,7.582,2149,3.389,"[16, 18, 10749]"
400,568091,6.748,2785,6.7154,"[53, 18]"
401,1165,6.945,1386,2.1467,"[18, 36]"
402,2069,6.459,2008,3.4643,"[35, 80]"
403,109417,6.783,350,1.2519,"[10402, 18]"
404,376134,6.269,1396,1.5587,"[18, 10749, 878, 53, 9648]"
405,10665,6.128,2590,4.1136,"[27, 53]"
406,270946,6.529,4358,11.4773,"[10751, 16, 12, 35]"
407,34016,6.48,2272,3.5113,"[10749, 35]"
408,328387,7.008,6936,3.7542,"[9648, 12, 80]"
409,418078,5.9,2551,1.8702,"[18, 27, 9648]"
410,14462,6.473,1665,2.3336,"[18, 53, 9648]"
411,417489,6.418,128,1.4619,"[28, 80, 35]"
412,10074,6.4,1056,5.226,"[35, 28]"
413,267935,6.286,3546,5.4231,"[12, 10751, 14]"
414,442811,6.6,110,0.4394,[18]
415,73723,6.522,3774,10.5178,"[16, 10751]"
416,397442,5.68,270,2.7003,[35]
417,347375,6.235,2335,5.0013,"[28, 53]"
418,2179,6.776,1705,2.7116,"[35, 10402, 14, 12]"
419,4614,6.364,1869,4.1674,"[53, 28, 18]"
420,27275,7.337,354,1.3002,"[35, 12, 878]"
421,543540,6.435,3301,3.9372,"[10749, 35]"
422,461130,6.264,2104,2.871,"[878, 28, 80]"
423,282297,7.631,507,0.6874,[99]
424,38408,6.901,3230,2.7563,"[35, 10749, 18]"
425,415842,6.417,3170,4.2604,"[28, 12, 53]"
426,152737,6.855,1554,1.2589,"[35, 18]"
427,11854,7.5,417,3.2088,"[10749, 18, 35]"
428,284427,7.581,1656,2.8422,[53]
429,316152,6.764,1581,2.4968,"[28, 18, 36, 10752]"
430,18060,6.73,87,1.5156,"[28, 53, 80]"
431,145135,6.324,1880,2.5163,"[878, 53, 27]"
432,112949,7.227,2385,1.7915,"[10749, 53]"
433,350312,7.457,820,4.1202,"[28, 12, 14]"
434,454227,6.838,1647,4.2028,"[28, 36, 10752]"
435,109451,6.453,3404,6.1079,"[16, 10751, 35]"
436,77950,6.3,3596,5.7423,"[16, 10751]"
437,14869,5.79,4811,7.482,"[12, 28, 53, 878]"
438,149509,6.292,2384,4.7698,"[18, 14, 53]"
439,352173,7.574,459,1.4948,"[9648, 53, 18]"
440,399361,6.325,3426,4.1203,"[28, 53, 80, 12]"
441,270487,5.933,3921,2.94,"[35, 80, 18, 9648, 36]"
442,646207,6.776,1844,4.2595,"[28, 53]"
443,9297,6.701,4217,6.139,"[16, 35, 10751, 14]"
444,539892,6.751,1228,2.2348,"[878, 53]"
445,13012,7.146,938,1.9742,"[80, 18, 53, 28]"
446,653601,5.6,584,5.0742,[18]
447,483104,6.61,1463,1.5812,"[10749, 10770]"
448,592984,6.691,988,1.8215,[18]
449,261392,6.091,2892,3.0013,"[28, 35]"
450,502122,6.4,147,2.4081,[18]
451,9944,6.599,1701,3.3693,"[53, 80, 18]"
452,37710,6.181,5639,4.054,"[28, 53, 10749]"
453,489471,8.06,335,0.927,"[99, 12]"
454,500840,6.568,2110,2.9685,"[9648, 53, 27]"
455,17111,7.297,1349,3.9156,"[27, 9648, 53]"
456,9408,6.479,2660,5.198,"[16, 35, 10751]"
457,50620,6.461,9231,11.5581,"[12, 14, 18, 10749]"
458,401285,6.1,94,0.8993,"[12, 35, 9648, 10749]"
459,555605,6.542,24,0.1346,"[18, 53, 14]"
460,8874,6.579,2802,2.6216,"[35, 10749]"
461,5559,6.025,5106,8.1309,"[10751, 16, 12, 35]"
462,310001,6.993,75,0.7952,"[18, 35]"
463,397837,6.968,3498,2.3111,"[18, 14]"
464,419479,6.17,3802,3.7138,"[35, 27]"
465,537915,7.111,8454,8.6857,"[10749, 18]"
466,256274,6.7,3741,5.611,"[27, 53]"
467,244001,7.829,255,0.5167,"[35, 10402]"
468,106646,8.026,25320,19.0795,"[80, 18, 35]"
469,463684,5.373,1957,1.4122,"[53, 9648, 27]"
470,82525,6.345,2236,5.5821,"[80, 18, 53]"
471,76757,5.458,6965,6.5646,"[878, 14, 28]"
472,324670,6.525,1891,5.2595,"[878, 53, 28]"
473,35791,6.054,4077,0.3011,"[28, 12, 27, 878]"
474,9788,6.438,1678,9.5941,[35]
475,613090,7.5,350,1.7776,"[35, 18]"
476,535340,7,118,0.5743,[35]
477,61202,7.6,388,1.7214,"[18, 35, 10749]"
478,334521,6.264,1189,2.382,"[28, 80, 9648]"
479,489852,7.2,37,0.6414,[18]
480,289222,7.321,1542,2.9075,"[18, 36, 10752]"
481,387827,5.727,64,3.9578,"[18, 27, 9648]"
482,531876,6.908,1129,3.6341,"[10752, 18, 36, 28]"
483,577328,6.368,170,1.1568,"[18, 10749]"
484,593691,8.089,341,0.9581,"[99, 10402]"
485,696000,6.21,107,0.2721,[35]
486,449924,7.267,2072,2.5996,"[28, 36, 18]"
487,517909,6.003,1265,2.8161,"[80, 18, 35]"
488,435577,7.14,590,2.1675,"[10752, 18]"
489,45243,6.499,11014,10.4151,[35]
490,82703,6.716,2468,4.398,"[16, 12, 10751]"
491,365222,7.029,1869,3.6967,"[28, 18, 36]"
492,7913,7.1,479,1.6704,"[35, 18, 36, 10749]"
493,614911,5.732,1949,1.9562,"[878, 18]"
494,333385,6.46,1416,4.2341,"[35, 10749, 80]"
495,13368,7.19,563,3.4048,"[35, 10402, 10749]"
496,549294,6.328,1041,4.5903,"[27, 878, 53]"
497,429300,6.839,2656,2.8281,"[53, 10749, 12]"
498,463088,7.316,320,1.3086,[99]
499,649800,6.896,48,0.1807,[35]
500,581859,6.45,1141,2.7009,"[10752, 18]"
501,26123,5.259,1795,4.2376,[35]
502,458131,7.4,461,1.2192,"[18, 36]"
503,488623,7.9,1258,4.5388,"[53, 9648, 80]"
504,425591,6.552,1374,1.2698,"[53, 18, 80, 35]"
505,15371,7.507,1099,4.0234,"[16, 12, 35, 80]"
506,8456,6.779,2425,5.5729,"[18, 28]"
507,591275,7.092,1917,3.6638,"[9648, 27]"
508,6795,6.432,3468,5.6903,"[878, 12, 10751]"
509,581998,7.5,33,0.4812,"[35, 10749]"
510,259720,6.5,154,0.6714,"[35, 10749, 18]"
511,589871,6.6,41,0.2827,[99]
512,524738,6.182,176,1.588,"[27, 9648, 53]"
513,10398,6.623,1415,5.2182,"[18, 53, 9648]"
514,539885,5.828,2689,4.0126,"[28, 53, 80]"
515,127501,7.596,350,1.2408,"[18, 10749, 35]"
516,3175,7.991,3061,5.3404,"[18, 10749, 10752, 36]"
517,596161,6.818,740,3.7908,"[53, 80, 37]"
518,26171,6.8,1062,3.758,[18]
519,11949,7.376,174,0.8948,[35]
520,119283,6.078,3188,4.2405,"[28, 80]"
521,8856,6.337,2403,5.8639,"[12, 18, 28, 10749, 10751]"
